#, JavaFX Chart, ChartFx (ErrorDataSetRenderer), ChartFx (ReducingLineRenderer)
#, x, y, x, y, x, y
10.0, 17.912900532670896, 10.0, 9.818051944217773, 10.0, 9.599938642574338
20.0, 18.332670019016216, 20.0, 9.31366544980132, 20.0, 9.343546547576594
30.0, 23.53453145543004, 30.0, 6.794455346747416, 30.0, 11.31423246665571
40.0, 21.85428716917158, 40.0, 9.251331923749415, 40.0, 11.105141090364524
50.0, 21.388408439172768, 50.0, 9.516044509633385, 50.0, 9.276656156677314
60.0, 23.64750822117297, 60.0, 9.381784282764656, 60.0, 8.921052595860157
70.0, 21.079166086209813, 70.0, 9.303341781156998, 70.0, 9.011496794767204
80.0, 21.435473454578794, 80.0, 9.308461169901243, 80.0, 9.424895332023597
90.0, 23.780485983425635, 90.0, 11.118152987676181, 90.0, 7.228503116675869
100.0, 21.02851631698024, 100.0, 11.654017133799737, 100.0, 9.506019307114787
200.0, 24.24330894360335, 200.0, 11.921648913384036, 200.0, 9.676817743815525
300.0, 24.684883718942807, 300.0, 7.0071781313825605, 300.0, 9.230405878538079
400.0, 24.442238584470445, 400.0, 7.389949428372639, 400.0, 9.81819860524869
500.0, 25.413759986638418, 500.0, 11.996566253259306, 500.0, 10.004090137813611
600.0, 23.50075609439469, 600.0, 10.084003720147356, 600.0, 7.787648285178347
700.0, 29.626548132430404, 700.0, 9.561382034679179, 700.0, 9.88864069035946
800.0, 27.553723881693042, 800.0, 9.961512225240977, 800.0, 9.919386111455957
900.0, 25.97242921837272, 900.0, 10.090384582780128, 900.0, 10.356978905953039
1000.0, 30.124242680365917, 1000.0, 10.362989187368353, 1000.0, 10.19155237979262
1500.0, 34.936807172166084, 1500.0, 12.365773201339966, 1500.0, 10.372970906953139
2000.0, 48.20632349613031, 2000.0, 10.446547760242272, 2000.0, 11.667246919961068
2500.0, 56.52282609064871, 2500.0, 10.3929918032106, 2500.0, 8.170127462660762
3000.0, 68.71838985462553, 3000.0, 10.527837524962004, 3000.0, 10.330615770587773
3500.0, 82.60351067441624, 3500.0, 10.47386683467984, 3500.0, 13.461489456025822
4000.0, 95.07287437906861, 4000.0, 10.350478710340331, 4000.0, 13.269732289592472
4500.0, 116.42261373318505, 4500.0, 11.323501214433076, 4500.0, 11.264674254911414
0.0, 0.0, 5000.0, 15.311437736740253, 5000.0, 11.692490877061477
0.0, 0.0, 5500.0, 10.800622560539217, 5500.0, 13.55471321882785
0.0, 0.0, 6000.0, 11.374140676716669, 6000.0, 10.730655225965092
0.0, 0.0, 6500.0, 11.392701243001621, 6500.0, 10.824308575215113
0.0, 0.0, 7000.0, 11.261689139678209, 7000.0, 14.024224150230893
0.0, 0.0, 7500.0, 13.861886131240318, 7500.0, 11.879873351349834
0.0, 0.0, 8000.0, 11.756093043422522, 8000.0, 12.461930840295896
0.0, 0.0, 8500.0, 11.583247553816022, 8500.0, 16.947456825191676
0.0, 0.0, 9000.0, 11.857889984136989, 9000.0, 12.69952658030373
0.0, 0.0, 9500.0, 14.396800367774752, 9500.0, 15.26967002737894
0.0, 0.0, 10000.0, 12.650017519009166, 10000.0, 13.06999951493945
0.0, 0.0, 15000.0, 13.154770002427071, 15000.0, 14.573799470443843
0.0, 0.0, 20000.0, 17.209635244247174, 20000.0, 18.969719074694773
0.0, 0.0, 25000.0, 19.870419948672335, 25000.0, 16.953968028794762
0.0, 0.0, 30000.0, 18.751150810237167, 30000.0, 24.06071974545915
0.0, 0.0, 35000.0, 19.973333638747913, 35000.0, 26.669105682379303
0.0, 0.0, 40000.0, 21.153818125507442, 40000.0, 28.134016634388086
0.0, 0.0, 45000.0, 22.44444733502342, 45000.0, 31.68899511260519
0.0, 0.0, 50000.0, 25.90710685554338, 50000.0, 31.356376339446154
0.0, 0.0, 55000.0, 24.575202774905662, 55000.0, 37.830922779818295
0.0, 0.0, 60000.0, 25.509925648636077, 60000.0, 36.79925312857381
0.0, 0.0, 65000.0, 26.704871490983482, 65000.0, 37.99658057659177
0.0, 0.0, 70000.0, 30.07008477055771, 70000.0, 43.14155908937974
0.0, 0.0, 75000.0, 34.41475648719253, 75000.0, 42.88905958231346
0.0, 0.0, 80000.0, 32.401423535999314, 80000.0, 42.310864616558554
0.0, 0.0, 85000.0, 36.462457835961146, 85000.0, 50.71274462390634
0.0, 0.0, 90000.0, 34.93333688000148, 90000.0, 49.90756227345625
0.0, 0.0, 95000.0, 38.862227309896355, 95000.0, 54.24777651683279
0.0, 0.0, 100000.0, 41.8913326637139, 100000.0, 53.351692579703304
0.0, 0.0, 200000.0, 70.07625476869671, 200000.0, 127.21272575972573
0.0, 0.0, 300000.0, 94.70159669976631, 0.0, 0.0
